BUNDLE	54.06	MAPLE	289601468	0.86				PINE	906178611	53.2
BUNDLE	54.45	MAPLE	289601468	0.86				PINE	296361074	53.59
BUNDLE	56.01	MAPLE	289601468	0.86				PINE	344390404	55.15
BUNDLE	66.59	MAPLE	289601468	0.86				PINE	1064317103	65.73
BUNDLE	69.16	MAPLE	289601468	0.86				PINE	827456335	68.3
BUNDLE	71.04	MAPLE	289601468	0.86				PINE	1692988297	70.18
BUNDLE	72.56	MAPLE	289601468	0.86				PINE	133820531	71.7
BUNDLE	79.06	MAPLE	289601468	0.86				PINE	204808647	78.2
BUNDLE	79.82	MAPLE	289601468	0.86				PINE	1846945046	78.96
BUNDLE	84.99	MAPLE	289601468	0.86				PINE	504515547	84.13
BUNDLE	51.76	MAPLE	539181565	3.38				PINE	1709582260	48.38
BUNDLE	51.9	MAPLE	539181565	3.38				PINE	944251617	48.52
BUNDLE	51.9	MAPLE	539181565	3.38				PINE	2092060511	48.52
BUNDLE	52.21	MAPLE	539181565	3.38				PINE	839862910	48.83
BUNDLE	56.58	MAPLE	539181565	3.38				PINE	906178611	53.2
BUNDLE	56.97	MAPLE	539181565	3.38				PINE	296361074	53.59
BUNDLE	58.53	MAPLE	539181565	3.38				PINE	344390404	55.15
BUNDLE	69.11	MAPLE	539181565	3.38				PINE	1064317103	65.73
BUNDLE	71.68	MAPLE	539181565	3.38				PINE	827456335	68.3
BUNDLE	73.56	MAPLE	539181565	3.38				PINE	1692988297	70.18
BUNDLE	75.08	MAPLE	539181565	3.38				PINE	133820531	71.7
BUNDLE	81.58	MAPLE	539181565	3.38				PINE	204808647	78.2
BUNDLE	82.34	MAPLE	539181565	3.38				PINE	1846945046	78.96
BUNDLE	87.51	MAPLE	539181565	3.38				PINE	504515547	84.13
BUNDLE	52.33	MAPLE	1104663700	3.95				PINE	1709582260	48.38
BUNDLE	52.47	MAPLE	1104663700	3.95				PINE	944251617	48.52
BUNDLE	52.47	MAPLE	1104663700	3.95				PINE	2092060511	48.52
BUNDLE	52.78	MAPLE	1104663700	3.95				PINE	839862910	48.83
BUNDLE	57.15	MAPLE	1104663700	3.95				PINE	906178611	53.2
BUNDLE	57.54	MAPLE	1104663700	3.95				PINE	296361074	53.59
BUNDLE	59.1	MAPLE	1104663700	3.95				PINE	344390404	55.15
BUNDLE	69.68	MAPLE	1104663700	3.95				PINE	1064317103	65.73
BUNDLE	72.25	MAPLE	1104663700	3.95				PINE	827456335	68.3
BUNDLE	74.13	MAPLE	1104663700	3.95				PINE	1692988297	70.18
BUNDLE	75.65	MAPLE	1104663700	3.95				PINE	133820531	71.7
BUNDLE	82.15	MAPLE	1104663700	3.95				PINE	204808647	78.2
BUNDLE	82.91	MAPLE	1104663700	3.95				PINE	1846945046	78.96
BUNDLE	88.08	MAPLE	1104663700	3.95				PINE	504515547	84.13
BUNDLE	54.65	MAPLE	2012640171	6.27				PINE	1709582260	48.38
BUNDLE	54.79	MAPLE	2012640171	6.27				PINE	944251617	48.52
BUNDLE	54.79	MAPLE	2012640171	6.27				PINE	2092060511	48.52
BUNDLE	55.1	MAPLE	2012640171	6.27				PINE	839862910	48.83
BUNDLE	59.47	MAPLE	2012640171	6.27				PINE	906178611	53.2
BUNDLE	59.86	MAPLE	2012640171	6.27				PINE	296361074	53.59
BUNDLE	61.42	MAPLE	2012640171	6.27				PINE	344390404	55.15
BUNDLE	72.0	MAPLE	2012640171	6.27				PINE	1064317103	65.73
BUNDLE	74.57	MAPLE	2012640171	6.27				PINE	827456335	68.3
BUNDLE	76.45	MAPLE	2012640171	6.27				PINE	1692988297	70.18
BUNDLE	77.97	MAPLE	2012640171	6.27				PINE	133820531	71.7
BUNDLE	84.47	MAPLE	2012640171	6.27				PINE	204808647	78.2
BUNDLE	85.23	MAPLE	2012640171	6.27				PINE	1846945046	78.96
BUNDLE	90.4	MAPLE	2012640171	6.27				PINE	504515547	84.13
BUNDLE	58.42	MAPLE	609563463	18.95				PINE	1863232648	39.47
BUNDLE	67.33	MAPLE	609563463	18.95				PINE	1709582260	48.38
BUNDLE	67.47	MAPLE	609563463	18.95				PINE	944251617	48.52
BUNDLE	67.47	MAPLE	609563463	18.95				PINE	2092060511	48.52
BUNDLE	67.78	MAPLE	609563463	18.95				PINE	839862910	48.83
BUNDLE	72.15	MAPLE	609563463	18.95				PINE	906178611	53.2
BUNDLE	72.54	MAPLE	609563463	18.95				PINE	296361074	53.59
BUNDLE	74.1	MAPLE	609563463	18.95				PINE	344390404	55.15
BUNDLE	84.68	MAPLE	609563463	18.95				PINE	1064317103	65.73
BUNDLE	87.25	MAPLE	609563463	18.95				PINE	827456335	68.3
BUNDLE	89.13	MAPLE	609563463	18.95				PINE	1692988297	70.18
BUNDLE	90.65	MAPLE	609563463	18.95				PINE	133820531	71.7
BUNDLE	97.15	MAPLE	609563463	18.95				PINE	204808647	78.2
BUNDLE	97.91	MAPLE	609563463	18.95				PINE	1846945046	78.96
BUNDLE	51.47	MAPLE	1680213786	23.27				PINE	1008075899	28.2
BUNDLE	53.18	MAPLE	1680213786	23.27				PINE	1444917097	29.91
BUNDLE	62.74	MAPLE	1680213786	23.27				PINE	1863232648	39.47
BUNDLE	71.65	MAPLE	1680213786	23.27				PINE	1709582260	48.38
BUNDLE	71.79	MAPLE	1680213786	23.27				PINE	944251617	48.52
BUNDLE	71.79	MAPLE	1680213786	23.27				PINE	2092060511	48.52
BUNDLE	72.1	MAPLE	1680213786	23.27				PINE	839862910	48.83
BUNDLE	76.47	MAPLE	1680213786	23.27				PINE	906178611	53.2
BUNDLE	76.86	MAPLE	1680213786	23.27				PINE	296361074	53.59
BUNDLE	78.42	MAPLE	1680213786	23.27				PINE	344390404	55.15
BUNDLE	89.0	MAPLE	1680213786	23.27				PINE	1064317103	65.73
BUNDLE	91.57	MAPLE	1680213786	23.27				PINE	827456335	68.3
BUNDLE	93.45	MAPLE	1680213786	23.27				PINE	1692988297	70.18
BUNDLE	94.97	MAPLE	1680213786	23.27				PINE	133820531	71.7
BUNDLE	52.1	MAPLE	157714952	23.9				PINE	1008075899	28.2
BUNDLE	53.81	MAPLE	157714952	23.9				PINE	1444917097	29.91
BUNDLE	63.37	MAPLE	157714952	23.9				PINE	1863232648	39.47
BUNDLE	72.28	MAPLE	157714952	23.9				PINE	1709582260	48.38
BUNDLE	72.42	MAPLE	157714952	23.9				PINE	944251617	48.52
BUNDLE	72.42	MAPLE	157714952	23.9				PINE	2092060511	48.52
BUNDLE	72.73	MAPLE	157714952	23.9				PINE	839862910	48.83
BUNDLE	77.1	MAPLE	157714952	23.9				PINE	906178611	53.2
BUNDLE	77.49	MAPLE	157714952	23.9				PINE	296361074	53.59
BUNDLE	79.05	MAPLE	157714952	23.9				PINE	344390404	55.15
BUNDLE	89.63	MAPLE	157714952	23.9				PINE	1064317103	65.73
BUNDLE	92.2	MAPLE	157714952	23.9				PINE	827456335	68.3
BUNDLE	94.08	MAPLE	157714952	23.9				PINE	1692988297	70.18
BUNDLE	95.6	MAPLE	157714952	23.9				PINE	133820531	71.7
BUNDLE	52.93	MAPLE	2037482095	24.73				PINE	1008075899	28.2
BUNDLE	54.64	MAPLE	2037482095	24.73				PINE	1444917097	29.91
BUNDLE	64.2	MAPLE	2037482095	24.73				PINE	1863232648	39.47
