BUNDLE	52.85	MAPLE	1535433725	38.63	OAK	2070546368	5.32	PINE	650575607	8.9
BUNDLE	54.37	MAPLE	2022601583	40.15	OAK	2070546368	5.32	PINE	650575607	8.9
BUNDLE	60.34	MAPLE	207327821	46.12	OAK	2070546368	5.32	PINE	650575607	8.9
BUNDLE	60.7	MAPLE	717724581	46.48	OAK	2070546368	5.32	PINE	650575607	8.9
BUNDLE	64.48	MAPLE	2133504142	50.26	OAK	2070546368	5.32	PINE	650575607	8.9
BUNDLE	66.4	MAPLE	1235037589	52.18	OAK	2070546368	5.32	PINE	650575607	8.9
BUNDLE	69.11	MAPLE	1251047823	54.89	OAK	2070546368	5.32	PINE	650575607	8.9
BUNDLE	75.52	MAPLE	1545087263	61.3	OAK	2070546368	5.32	PINE	650575607	8.9
BUNDLE	75.59	MAPLE	1570060294	61.37	OAK	2070546368	5.32	PINE	650575607	8.9
BUNDLE	80.41	MAPLE	552870445	66.19	OAK	2070546368	5.32	PINE	650575607	8.9
BUNDLE	86.13	MAPLE	274015399	71.91	OAK	2070546368	5.32	PINE	650575607	8.9
BUNDLE	50.71	MAPLE	1631076026	35.5	OAK	675605328	6.31	PINE	650575607	8.9
BUNDLE	53.84	MAPLE	1535433725	38.63	OAK	675605328	6.31	PINE	650575607	8.9
BUNDLE	55.36	MAPLE	2022601583	40.15	OAK	675605328	6.31	PINE	650575607	8.9
BUNDLE	61.33	MAPLE	207327821	46.12	OAK	675605328	6.31	PINE	650575607	8.9
BUNDLE	61.69	MAPLE	717724581	46.48	OAK	675605328	6.31	PINE	650575607	8.9
BUNDLE	65.47	MAPLE	2133504142	50.26	OAK	675605328	6.31	PINE	650575607	8.9
BUNDLE	67.39	MAPLE	1235037589	52.18	OAK	675605328	6.31	PINE	650575607	8.9
BUNDLE	70.1	MAPLE	1251047823	54.89	OAK	675605328	6.31	PINE	650575607	8.9
BUNDLE	76.51	MAPLE	1545087263	61.3	OAK	675605328	6.31	PINE	650575607	8.9
BUNDLE	76.58	MAPLE	1570060294	61.37	OAK	675605328	6.31	PINE	650575607	8.9
BUNDLE	81.4	MAPLE	552870445	66.19	OAK	675605328	6.31	PINE	650575607	8.9
BUNDLE	87.12	MAPLE	274015399	71.91	OAK	675605328	6.31	PINE	650575607	8.9
BUNDLE	60.33	MAPLE	1631076026	35.5	OAK	1139407901	15.93	PINE	650575607	8.9
BUNDLE	63.46	MAPLE	1535433725	38.63	OAK	1139407901	15.93	PINE	650575607	8.9
BUNDLE	64.98	MAPLE	2022601583	40.15	OAK	1139407901	15.93	PINE	650575607	8.9
BUNDLE	70.95	MAPLE	207327821	46.12	OAK	1139407901	15.93	PINE	650575607	8.9
BUNDLE	71.31	MAPLE	717724581	46.48	OAK	1139407901	15.93	PINE	650575607	8.9
BUNDLE	75.09	MAPLE	2133504142	50.26	OAK	1139407901	15.93	PINE	650575607	8.9
BUNDLE	77.01	MAPLE	1235037589	52.18	OAK	1139407901	15.93	PINE	650575607	8.9
BUNDLE	79.72	MAPLE	1251047823	54.89	OAK	1139407901	15.93	PINE	650575607	8.9
BUNDLE	86.13	MAPLE	1545087263	61.3	OAK	1139407901	15.93	PINE	650575607	8.9
BUNDLE	86.2	MAPLE	1570060294	61.37	OAK	1139407901	15.93	PINE	650575607	8.9
BUNDLE	91.02	MAPLE	552870445	66.19	OAK	1139407901	15.93	PINE	650575607	8.9
BUNDLE	96.74	MAPLE	274015399	71.91	OAK	1139407901	15.93	PINE	650575607	8.9
BUNDLE	60.64	MAPLE	1631076026	35.5	OAK	2004982237	16.24	PINE	650575607	8.9
BUNDLE	63.77	MAPLE	1535433725	38.63	OAK	2004982237	16.24	PINE	650575607	8.9
BUNDLE	65.29	MAPLE	2022601583	40.15	OAK	2004982237	16.24	PINE	650575607	8.9
BUNDLE	71.26	MAPLE	207327821	46.12	OAK	2004982237	16.24	PINE	650575607	8.9
BUNDLE	71.62	MAPLE	717724581	46.48	OAK	2004982237	16.24	PINE	650575607	8.9
BUNDLE	75.4	MAPLE	2133504142	50.26	OAK	2004982237	16.24	PINE	650575607	8.9
BUNDLE	77.32	MAPLE	1235037589	52.18	OAK	2004982237	16.24	PINE	650575607	8.9
BUNDLE	80.03	MAPLE	1251047823	54.89	OAK	2004982237	16.24	PINE	650575607	8.9
BUNDLE	86.44	MAPLE	1545087263	61.3	OAK	2004982237	16.24	PINE	650575607	8.9
BUNDLE	86.51	MAPLE	1570060294	61.37	OAK	2004982237	16.24	PINE	650575607	8.9
BUNDLE	91.33	MAPLE	552870445	66.19	OAK	2004982237	16.24	PINE	650575607	8.9
BUNDLE	97.05	MAPLE	274015399	71.91	OAK	2004982237	16.24	PINE	650575607	8.9
BUNDLE	52.87	MAPLE	1680213786	23.27	OAK	1236149609	20.7	PINE	650575607	8.9
BUNDLE	53.5	MAPLE	157714952	23.9	OAK	1236149609	20.7	PINE	650575607	8.9
BUNDLE	54.33	MAPLE	2037482095	24.73	OAK	1236149609	20.7	PINE	650575607	8.9
BUNDLE	65.1	MAPLE	1631076026	35.5	OAK	1236149609	20.7	PINE	650575607	8.9
BUNDLE	68.23	MAPLE	1535433725	38.63	OAK	1236149609	20.7	PINE	650575607	8.9
BUNDLE	69.75	MAPLE	2022601583	40.15	OAK	1236149609	20.7	PINE	650575607	8.9
BUNDLE	75.72	MAPLE	207327821	46.12	OAK	1236149609	20.7	PINE	650575607	8.9
BUNDLE	76.08	MAPLE	717724581	46.48	OAK	1236149609	20.7	PINE	650575607	8.9
BUNDLE	79.86	MAPLE	2133504142	50.26	OAK	1236149609	20.7	PINE	650575607	8.9
