OAK	2067145821	$515.25
OAK	1196690220	$84.70
OAK	1150193654	$659.11
OAK	57067774	$292.87
OAK	1223412996	$496.64
OAK	1099257686	$659.64
OAK	1979224494	$951.96
OAK	377604352	$271.26
OAK	1236149609	$20.70
OAK	2061078109	$714.87
OAK	209146599	$710.26
OAK	351013899	$845.46
OAK	614374691	$956.47
OAK	882105359	$392.84
OAK	528391814	$715.46
OAK	613733836	$472.79
OAK	232011215	$570.1
OAK	1206546832	$587.59
OAK	1377298593	$82.85
OAK	2004982237	$16.24
OAK	1022680536	$952.62
OAK	1084039866	$595.90
OAK	158195940	$95.35
OAK	125155706	$787.38
OAK	1667692226	$894.38
OAK	2049907254	$641.51
OAK	956438434	$544.12
OAK	83789237	$596.15
OAK	733198648	$113.68
OAK	2131246611	$262.27
OAK	241480907	$639.54
OAK	1026552012	$960.72
OAK	2013367491	$921.27
OAK	540088486	$294.58
OAK	2014456543	$969.23
OAK	222311905	$981.65
OAK	379702526	$398.9
OAK	963878734	$994.72
OAK	224611395	$729.79
OAK	1086035153	$822.77
OAK	260072846	$321.27
OAK	391137373	$219.91
OAK	1558653050	$503.40
OAK	1676216930	$613.73
OAK	1799432199	$502.63
OAK	1953067268	$460.4
OAK	1246515968	$517.10
OAK	1859228663	$387.75
OAK	1727501284	$200.88
OAK	1772900804	$678.12
OAK	947391680	$845.23
OAK	436854423	$69.72
OAK	422215727	$972.54
OAK	1992160107	$47.40
OAK	122988872	$865.86
OAK	1569759596	$196.20
OAK	908583162	$192.75
OAK	1533406405	$842.78
OAK	1749413246	$405.0
OAK	1397603849	$393.65
OAK	1734646141	$176.24
OAK	83459084	$650.13
OAK	1415366158	$111.44
OAK	1161063008	$539.33
OAK	1112957503	$39.30
OAK	1754920627	$532.51
OAK	1306348054	$973.65
OAK	943691956	$783.15
OAK	1489415103	$565.49
OAK	531464217	$862.35
OAK	1889353798	$145.22
OAK	1721877313	$848.65
OAK	65794019	$209.85
OAK	603406166	$916.8
OAK	788233756	$998.38
OAK	1244356511	$654.68
OAK	458510727	$235.66
OAK	1266237460	$767.27
OAK	1668091035	$997.33
OAK	710611096	$103.66
OAK	367273326	$431.38
OAK	781484389	$257.27
OAK	1920366175	$97.81
OAK	50439881	$266.89
OAK	132384280	$414.77
OAK	161127319	$159.2
OAK	1676388487	$455.83
OAK	1398470214	$466.34
OAK	180337227	$949.73
OAK	1556897996	$323.81
OAK	1957549011	$80.34
OAK	745317246	$779.42
OAK	1953735618	$678.86
OAK	760541224	$687.34
OAK	837718731	$923.64
OAK	445720404	$978.93
OAK	129652974	$678.70
OAK	1417057526	$506.0
OAK	709305955	$101.53
OAK	1471637712	$208.38
OAK	1618370850	$257.41
OAK	969544336	$897.35
OAK	581753685	$846.39
OAK	1648803704	$711.65
OAK	805009429	$757.26
OAK	1491373932	$365.83
OAK	2094689062	$526.76
OAK	2140481414	$22.89
OAK	1136750296	$665.47
OAK	1300782495	$656.69
OAK	153633613	$531.60
OAK	170272974	$192.96
OAK	773312614	$316.31
OAK	538032803	$490.16
OAK	569906553	$797.18
OAK	1526420912	$69.92
OAK	1726838756	$162.7
OAK	191842633	$521.49
OAK	1228356898	$311.95
OAK	895514635	$419.36
OAK	947710095	$36.26
OAK	1222327938	$801.93
OAK	132881108	$318.59
OAK	1423651970	$942.7
OAK	2086954259	$945.86
OAK	2145715548	$104.71
OAK	1268284086	$670.22
OAK	1290884385	$429.72
OAK	437546910	$194.94
OAK	44653059	$831.97
OAK	907620297	$814.48
OAK	1773337958	$765.8
OAK	551092686	$429.95
OAK	750356983	$199.58
OAK	1632194468	$190.95
OAK	1615578679	$414.79
OAK	1025651655	$23.7
OAK	1574308614	$49.87
OAK	1113117132	$547.63
OAK	2055492200	$689.13
OAK	1110456132	$734.95
OAK	1108166702	$508.41
OAK	891895368	$761.9
OAK	1711596942	$945.31
OAK	42273983	$252.23
OAK	290826653	$702.80
OAK	1251044666	$896.93
OAK	144490972	$239.65
OAK	563493613	$668.72
OAK	1435294070	$873.7
OAK	919382566	$221.63
OAK	1139407901	$15.93
OAK	1947491142	$121.56
OAK	1732474926	$613.12
OAK	141700560	$381.33
OAK	932440181	$279.77
OAK	322863862	$298.28
OAK	1435716485	$793.77
OAK	444584677	$119.76
OAK	47259412	$576.90
OAK	225005393	$854.66
OAK	1538771269	$26.20
OAK	923405175	$97.1
OAK	1418985240	$186.84
OAK	1357705731	$158.5
OAK	1195611746	$673.79
OAK	431513891	$580.39
OAK	733654200	$969.0
OAK	610816485	$406.72
OAK	121668455	$486.16
OAK	100956762	$680.94
OAK	763896105	$647.21
OAK	2026771400	$785.42
OAK	2104062559	$21.80
OAK	621759849	$413.66
OAK	340040213	$954.82
OAK	2070546368	$5.32
OAK	142857482	$253.75
OAK	1339709774	$900.68
OAK	1516513323	$235.86
OAK	350725984	$345.64
OAK	719182272	$670.87
OAK	1407093017	$207.78
OAK	1780000344	$531.8
OAK	118085126	$872.80
OAK	645738008	$335.8
OAK	1754625841	$830.81
OAK	222498642	$679.93
OAK	232852014	$692.79
OAK	1855395765	$990.29
OAK	1088304379	$93.50
